score,tier,action,reason,outreach,breakdown,permit_id,address,project_type,estimated_value,description,contractor_name,issue_date,category,work_type,source,city,актуальность,needs_email,email,contact_name,stage
61,Warm,Email this week,"commercial project, budget $528,340, hotel — high stone demand","Hi Swinerton Builders,

We noticed your project at 8700 Pena Blvd Area 2E, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$528,340"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0000760,"8700 Pena Blvd Area 2E, Denver, CO",Commercial,528340,Alteration/Tenant Finish — DIA neighborhood,Swinerton Builders,2025-08-06,hotel,Renovation,"Denver, CO",Denver,Medium,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 2000.0 E HORSETOOTH RD, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2601000,"2000.0 E HORSETOOTH RD, Fort Collins, CO",Commercial,500000,"Commercial General Alteration — Installation of shade sails to (3) exterior spaces
Jobsite Contact: Caleb Huthmacher 9704209031",,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 215.0 E FOOTHILLS PKWY, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2601289,"215.0 E FOOTHILLS PKWY, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Tenant finish of 420 sq ft - This is a limited remodel of an existing Hair Salon. The scope of work consists of demoli,,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000, multifamily — high volume","Hi nan,

We came across your project at 608.0 E DRAKE RD, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2208936,"608.0 E DRAKE RD, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Temporary community-based shelter between December 17-28th.,,,multifamily,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $509,808","Hi Boots Construction Company,

We saw your project at 2000 S Colorado 100, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$509,808"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0000979,"2000 S Colorado 100, Denver, CO",Commercial,509808,Alteration/Tenant Finish — University Hills neighborhood,Boots Construction Company,2025-06-18,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
61,Warm,Email this week,"commercial project, budget $541,981, hotel — high stone demand","Hi Klm Construction Inc,

We noticed your project at 1560 N Broadway, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$541,981"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0001600,"1560 N Broadway, Denver, CO",Commercial,541981,Alteration/Tenant Finish — North Capitol Hill neighborhood,Klm Construction Inc,2025-09-24,hotel,Renovation,"Denver, CO",Denver,Medium,True,,,
61,Warm,Email this week,"commercial project, budget $545,000","Hi Scheiner Commercial Group Inc,

We saw your project at 3000 E 1st Ave 191 Ste, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$545,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0001925,"3000 E 1st Ave 191 Ste, Denver, CO",Commercial,545000,Alteration/Tenant Finish — Cherry Creek neighborhood,Scheiner Commercial Group Inc,2025-10-24,office,Renovation,"Denver, CO",Denver,Medium,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 1024.0 S LEMAY AVE, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2600922,"1024.0 S LEMAY AVE, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Commercial tenant finish of 535 sq ft for existing tenant (UC Health) Replacing the existing CT with a newer model. Up,,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $550,000","Hi Colarelli Construction Inc,

We saw your project at 130 N Rampart WAY, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$550,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0001121,"130 N Rampart WAY, Denver, CO",Commercial,550000,Alteration/Tenant Finish — Lowry Field neighborhood,Colarelli Construction Inc,2025-06-10,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 460.0 nan LINDEN CENTER DR, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2510179,"460.0 nan LINDEN CENTER DR, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Change of Use of Day Room (570 sf) from B and A-2 to R-1 sleeping quarters for 14 occupants. Refer to Floor Plan Sheet,,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $550,000","Hi Colarelli Construction Inc,

We saw your project at 125 N Rampart WAY, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$550,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0001119,"125 N Rampart WAY, Denver, CO",Commercial,550000,Alteration/Tenant Finish — Lowry Field neighborhood,Colarelli Construction Inc,2025-06-10,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 1021.0 nan ROLLAND MOORE DR, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2504591,"1021.0 nan ROLLAND MOORE DR, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Rebuild stair access to a two story apt building for total of 2 stairs. Each staircase would be constructed in a simil,,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 1225.0 nan REDWOOD ST, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2502863,"1225.0 nan REDWOOD ST, Fort Collins, CO",Commercial,500000,Commercial General Alteration — Tenant finish of 396 sq. ft. for ' A Life Worth Living' to include (1) bathroom existing to have new fixtures added. T,,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 1525.0 nan HULL ST, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2603300,"1525.0 nan HULL ST, Fort Collins, CO",Commercial,500000,"Commercial General Alteration — Repair chimney chase due to moisture and squirrels that includes framing, sheathing, siding, trim, roof flashing and s",,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $551,260","Hi Shaw Builders Llc,

We saw your project at 200 E 7th Ave, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$551,260"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2022-COMMCON-0000064,"200 E 7th Ave, Denver, CO",Commercial,551260,Alteration/Tenant Finish — Speer neighborhood,Shaw Builders Llc,2025-08-27,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
61,Warm,Email this week,"commercial project, budget $551,875","Hi David E Harvey Builders Inc,

We saw your project at 200 N Columbine ST 700, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$551,875"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2026-COMMCON-0000430,"200 N Columbine ST 700, Denver, CO",Commercial,551875,Alteration/Tenant Finish — Cherry Creek neighborhood,David E Harvey Builders Inc,2026-03-18,office,Renovation,"Denver, CO",Denver,High,True,,,
61,Warm,Email this week,"commercial project, budget $552,377","Hi Swinerton Builders,

We saw your project at 1144 15th ST 2100, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$552,377"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0002290,"1144 15th ST 2100, Denver, CO",Commercial,552377,Alteration/Tenant Finish — CBD neighborhood,Swinerton Builders,2026-01-27,office,Renovation,"Denver, CO",Denver,High,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi nan,

We saw your project at 2601.0 S LEMAY AVE, Fort Collins, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",B2601159,"2601.0 S LEMAY AVE, Fort Collins, CO",Commercial,500000,Commercial General Alteration — AT&T is proposing to swap antennas and associated equipment on their existing stealth monopole. No visible changes and,,,commercial,Renovation,"Fort Collins, CO",Fort Collins,Unknown,True,,,
61,Warm,Email this week,"commercial project, budget $511,000, hotel — high stone demand","Hi Hyder Construction Inc,

We noticed your project at 1551 Wewatta ST, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$511,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0002021,"1551 Wewatta ST, Denver, CO",Commercial,511000,Alteration/Tenant Finish — Union Station neighborhood,Hyder Construction Inc,2026-04-06,hotel,Renovation,"Denver, CO",Denver,Very High,True,,,
61,Warm,Email this week,"commercial project, budget $500,000","Hi Timberline Reconstruction, Llc,

We saw your project at 11 S Adams ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$500,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2026-COMMCON-0000652,"11 S Adams ST, Denver, CO",Commercial,500000,Alteration/Tenant Finish — Cherry Creek neighborhood,"Timberline Reconstruction, Llc",2026-04-08,office,Renovation,"Denver, CO",Denver,Very High,True,,,
61,Warm,Email this week,"commercial project, budget $506,171","Hi Scheiner Commercial Group Inc,

We saw your project at 3453 W 32nd AVE, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$506,171"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 61, ""final_score"": 61, ""clamped"": false}",2025-COMMCON-0000945,"3453 W 32nd AVE, Denver, CO",Commercial,506171,Alteration/Tenant Finish — West Highland neighborhood,Scheiner Commercial Group Inc,2025-10-02,commercial,Renovation,"Denver, CO",Denver,Medium,True,,,
